Cantidad;Periodo_Cartera;Segmento;Tipo_Cotizante;Grupo_Producto;SEXO;Tipo_Trabajador
17;202103;Prime;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
145;202205;Alto Valor;Pensionado;APO + PENS;Masculino;Dependiente
5;202206;Rentas Medias;Pensionado;APO + CB;Femenino;Dependiente
8;202101;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Independiente
1;202104;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;NULL
48;202112;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
56;202108;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
1;202112;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
1552;202204;Alto Valor;No Cotizante;CB;Masculino;NULL
4;202102;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
14;202103;Prime;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
1;202203;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
73;202110;Alto Valor;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
1;202103;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
1232;202105;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
211;202110;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
3;202110;Alto Valor;Pensionado;CB + VIDA;Femenino;Dependiente
26;202207;Prime;Pensionado;CB;Femenino;Independiente
3;202106;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Dependiente
44;202207;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
23;202205;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
2;202205;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
218;202205;Rentas Medias;Pensionado;APO + AFP_VOL;Femenino;Dependiente
2;202205;Prime;Pensionado;APO + CB + PENS;Masculino;Dependiente
66;202208;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
7;202110;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Independiente
1;202104;Prime;Afiliado no Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
9;202202;Rentas Medias;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
165;202102;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
265;202103;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
41;202108;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Independiente
1;202112;Alto Patrimonio;Pensionado;CB;Femenino;NULL
3;202106;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;NULL
19;202109;Alto Valor;Pensionado;AFP_VOL;Femenino;NULL
1;202206;Alto Patrimonio;Afiliado no Pensionado;CB + VIDA;Masculino;Dependiente
4;202202;Rentas Masivas;Pensionado;APO + CB + PENS;Femenino;Dependiente
505;202105;Alto Valor;Afiliado no Pensionado;APO;Femenino;Independiente
18;202112;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
1;202203;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Independiente
35;202201;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Dependiente
7;202204;Alto Valor;Pensionado;APO + VIDA;Masculino;Dependiente
1322;202106;Alto Valor;No Cotizante;AFP_VOL;Masculino;NULL
46;202104;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
74;202101;Alto Patrimonio;No Cotizante;AFP_VOL;Masculino;NULL
2602;202103;Rentas Masivas;No Cotizante;CB;Femenino;NULL
53;202103;Rentas Medias;Pensionado;CB;Femenino;Dependiente
2;202207;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
750;202203;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Independiente
398;202106;Prime;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
35;202202;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Dependiente
34;202109;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
4;202202;Alto Patrimonio;Pensionado;VIDA + PENS;Masculino;Independiente
49;202206;Alto Valor;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
2;202103;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
2;202111;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
14;202109;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1;202112;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
8;202204;Rentas Medias;Afiliado no Pensionado;VIDA;Femenino;Independiente
4;202203;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
598;202203;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Femenino;Independiente
8;202105;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;Independiente
3;202207;Prime;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
1;202203;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
4029;202110;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
3;202207;Prime;Afiliado no Pensionado;AFP_VOL;Femenino;Independiente
1;202207;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Dependiente
1;202106;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
1062;202201;Alto Valor;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
1;202105;Prime;Pensionado;APO + VIDA;Femenino;Dependiente
36;202206;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
3;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
113;202201;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
18;202208;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
10;202107;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
44;202102;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
29;202206;Alto Patrimonio;No Cotizante;AFP_VOL + CB;Femenino;NULL
6729;202104;Rentas Medias;No Cotizante;VIDA;Masculino;NULL
924;202105;Prime;No Cotizante;VIDA;Masculino;NULL
8;202104;Alto Patrimonio;Pensionado;CB + PENS;Femenino;Dependiente
8;202110;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
4;202208;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
1;202201;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
12;202111;Prime;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
224;202108;Alto Valor;Pensionado;AFP_VOL + PENS;Masculino;Independiente
3959;202105;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
16;202201;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
4;202203;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
295;202112;Rentas Medias;Pensionado;AFP_VOL;Femenino;Independiente
54;202206;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
1009;202105;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
26;202107;Alto Patrimonio;Pensionado;VIDA;Masculino;Dependiente
1;202205;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Masculino;Independiente
235;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
2;202206;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
7;202102;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
26;202104;Prime;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
19;202205;Prime;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
1916;202204;Rentas Medias;Afiliado no Pensionado;APO;Masculino;Independiente
1;202111;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
42;202104;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Dependiente
21;202103;Alto Patrimonio;No Cotizante;AFP_VOL;Femenino;NULL
1;202101;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
9;202109;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Independiente
4;202110;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Femenino;Dependiente
1;202106;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;NULL
91;202207;Prime;Pensionado;AFP_VOL + CB;Masculino;Dependiente
33;202110;Rentas Medias;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
19;202102;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
1147;202103;Alto Valor;No Cotizante;AFP_VOL;Masculino;NULL
1;202201;Rentas Masivas;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
8;202111;Rentas Medias;Pensionado;CB;Masculino;NULL
29;202105;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
12;202208;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;Independiente
1;202201;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
6;202208;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
8;202104;Rentas Masivas;Pensionado;APO + AFP_VOL;Femenino;Independiente
52059;202107;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
2;202105;Prime;Pensionado;APO + CB + VIDA;Femenino;Dependiente
1405;202204;Rentas Medias;Afiliado no Pensionado;APO;Femenino;Independiente
69;202108;Alto Valor;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
4815;202102;Rentas Masivas;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
666;202104;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
421;202108;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1015;202107;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
3;202109;Alto Patrimonio;No Cotizante;CB + PENS;Masculino;NULL
1;202102;Prime;Afiliado no Pensionado;VIDA;Masculino;NULL
4;202205;Alto Patrimonio;Pensionado;CB + VIDA;Femenino;Independiente
52;202201;Alto Patrimonio;Pensionado;CB;Masculino;Dependiente
1;202107;Prime;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Independiente
22;202208;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
34;202105;Alto Patrimonio;Pensionado;CB + VIDA;Masculino;Dependiente
7;202108;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
8;202108;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;Independiente
42;202108;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
1;202106;Rentas Medias;Pensionado;CB + VIDA;Femenino;Independiente
6;202208;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
13;202111;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
6;202203;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
5;202103;Alto Patrimonio;Pensionado;VIDA + PENS;Femenino;Dependiente
17;202103;Alto Patrimonio;Pensionado;CB;Masculino;Independiente
2;202109;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Independiente
60;202208;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
175;202107;Prime;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
5;202204;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
2;202103;Prime;Pensionado;APO + CB + VIDA;Femenino;Dependiente
458;202112;Alto Valor;Pensionado;AFP_VOL;Femenino;Dependiente
1;202104;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Independiente
2;202107;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
3555;202201;Rentas Masivas;Pensionado;APO + PENS;Femenino;Dependiente
37;202207;Alto Valor;Pensionado;VIDA;Masculino;Dependiente
14;202108;Prime;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
26;202109;Alto Patrimonio;Pensionado;VIDA;Masculino;Dependiente
21;202112;Alto Patrimonio;Pensionado;CB;Masculino;Independiente
3;202103;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;NULL
4;202204;Prime;Pensionado;AFP_VOL + CB;Femenino;NULL
25;202201;Rentas Medias;Pensionado;VIDA;Masculino;Independiente
14;202112;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
122611;202104;Rentas Medias;Afiliado no Pensionado;APO;Masculino;Dependiente
32;202110;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
5043;202203;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
1;202101;Alto Patrimonio;Afiliado no Pensionado;CB + VIDA;Femenino;NULL
3;202105;Rentas Masivas;Afiliado no Pensionado;CB;Femenino;Independiente
3;202112;Prime;Pensionado;VIDA;Masculino;NULL
1;202206;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
27;202104;Alto Patrimonio;No Cotizante;AFP_VOL + CB;Femenino;NULL
6;202107;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
48;202207;Alto Valor;Pensionado;AFP_VOL;Masculino;Independiente
2;202105;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
8;202202;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
355549;202104;Rentas Masivas;Afiliado no Pensionado;APO;Femenino;Dependiente
5;202110;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
2;202204;Prime;Pensionado;CB + VIDA;Femenino;Independiente
17;202108;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Femenino;Independiente
4;202208;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
4;202102;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
53;202201;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Dependiente
12;202109;Alto Valor;Pensionado;VIDA;Masculino;Independiente
1373;202207;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
80;202104;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
1;202204;Alto Patrimonio;Pensionado;VIDA;Masculino;NULL
483;202103;Alto Valor;Afiliado no Pensionado;APO;Femenino;Independiente
2;202106;Prime;Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
11;202109;Rentas Medias;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
2;202112;Rentas Masivas;Pensionado;AFP_VOL + CB;Femenino;NULL
135;202202;Rentas Masivas;Pensionado;CB;Masculino;Dependiente
2;202109;Prime;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
277;202207;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
5753;202103;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
2625;202105;Rentas Masivas;No Cotizante;CB;Femenino;NULL
1;202207;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
3;202101;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
232;202112;Rentas Medias;No Cotizante;CB + VIDA;Femenino;NULL
1774;202111;Rentas Medias;Afiliado no Pensionado;APO;Masculino;Independiente
1;202111;Rentas Masivas;Pensionado;APO + CB + PENS;Masculino;Independiente
7;202101;Prime;Pensionado;AFP_VOL;Femenino;NULL
1;202109;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
39;202206;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
15;202201;Alto Valor;Pensionado;CB;Masculino;Independiente
5335;202111;Rentas Masivas;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
285;202206;Alto Valor;Pensionado;AFP_VOL + PENS;Masculino;Independiente
14;202104;Prime;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
3;202203;Rentas Medias;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Independiente
70;202208;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Independiente
44;202107;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
12;202104;Prime;Pensionado;CB + VIDA;Masculino;Dependiente
53;202106;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
334;202112;Rentas Medias;Pensionado;AFP_VOL;Masculino;Independiente
86;202102;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
1660;202201;Rentas Medias;Pensionado;AFP_VOL;Femenino;Dependiente
1;202107;Rentas Medias;Pensionado;APO + VIDA + PENS;Masculino;Dependiente
109;202101;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
31;202104;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
994;202205;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
112;202110;Rentas Masivas;Pensionado;APO + PENS;Femenino;Independiente
87;202204;Rentas Masivas;Pensionado;APO;Masculino;Independiente
2;202104;Prime;Pensionado;VIDA + PENS;Masculino;Independiente
115;202109;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
6;202110;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
1;202206;Prime;Afiliado no Pensionado;CB;Femenino;Independiente
4;202101;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
11;202112;Alto Valor;Pensionado;VIDA + PENS;Masculino;Dependiente
1;202112;Rentas Medias;Pensionado;CB + VIDA;Femenino;NULL
12;202104;Rentas Medias;Pensionado;AFP_VOL + CB;Masculino;Independiente
3;202104;Prime;Pensionado;VIDA + PENS;Femenino;Independiente
201;202112;Alto Valor;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
109;202109;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Independiente
46550;202208;Rentas Masivas;Afiliado no Pensionado;APO;Masculino;Independiente
8;202107;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Independiente
2;202102;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
703;202203;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
1;202106;Alto Patrimonio;Pensionado;APO + CB + PENS;Femenino;Dependiente
2;202111;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;NULL
8;202108;Alto Patrimonio;Pensionado;APO + CB + PENS;Masculino;Dependiente
2;202205;Prime;Pensionado;APO + CB + VIDA;Masculino;Dependiente
3;202207;Rentas Masivas;Afiliado no Pensionado;CB;Masculino;Independiente
2;202201;Prime;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Independiente
1192;202111;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
100;202108;Alto Patrimonio;No Cotizante;AFP_VOL + CB;Masculino;NULL
4;202110;Rentas Medias;Afiliado no Pensionado;CB;Masculino;Independiente
4;202208;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
44;202205;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
1;202206;Rentas Medias;Afiliado no Pensionado;AFP_VOL + PENS;Femenino;Dependiente
12;202108;Prime;Pensionado;CB + PENS;Femenino;Independiente
114;202205;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
38;202112;Alto Valor;Pensionado;VIDA;Masculino;Dependiente
384;202204;Rentas Medias;Pensionado;APO + PENS;Femenino;Dependiente
15;202208;Rentas Medias;Pensionado;APO + PENS;Femenino;Independiente
5;202103;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
4;202110;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
363;202202;Rentas Masivas;Pensionado;AFP_VOL;Femenino;NULL
1;202207;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
200;202203;Prime;No Cotizante;AFP_VOL + CB;Masculino;NULL
63;202203;Alto Valor;Pensionado;APO + PENS;Femenino;Dependiente
3;202102;Alto Valor;Pensionado;CB + PENS;Masculino;Independiente
4953;202109;Rentas Medias;No Cotizante;VIDA;Femenino;NULL
117;202101;Rentas Masivas;Pensionado;APO + PENS;Femenino;Independiente
1;202201;Prime;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
18;202107;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
4;202207;Alto Patrimonio;Pensionado;VIDA + PENS;Masculino;Independiente
4;202109;Rentas Medias;Pensionado;CB;Femenino;NULL
32;202109;Prime;Afiliado no Pensionado;APO + CB;Femenino;Independiente
4;202203;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;NULL
8;202111;Rentas Masivas;Pensionado;APO + AFP_VOL;Femenino;Independiente
3;202102;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
2;202112;Alto Valor;Pensionado;CB + VIDA;Masculino;Dependiente
40291;202201;Rentas Masivas;No Cotizante;AFP_VOL;Masculino;NULL
208;202106;Prime;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
20;202101;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Independiente
12;202111;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
314;202106;Rentas Medias;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
1;202102;Alto Valor;Pensionado;VIDA;Femenino;NULL
38;202109;Prime;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
6;202109;Alto Valor;Afiliado no Pensionado;CB;Masculino;Dependiente
1;202110;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Dependiente
5;202202;Alto Patrimonio;Pensionado;VIDA;Masculino;Independiente
1;202105;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
4;202112;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
2;202201;Prime;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
3351;202106;Alto Valor;No Cotizante;VIDA;Masculino;NULL
106;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
5;202205;Rentas Medias;Pensionado;CB + PENS;Femenino;Independiente
13;202204;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
11;202102;Rentas Masivas;Pensionado;CB + PENS;Masculino;Independiente
4272;202110;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
1282;202205;Alto Valor;Afiliado no Pensionado;APO;Masculino;Independiente
1;202103;Rentas Masivas;Pensionado;VIDA;Femenino;Independiente
6;202103;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Femenino;Dependiente
2;202110;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Independiente
1;202104;Prime;Afiliado no Pensionado;CB;Femenino;Dependiente
170;202202;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
3;202104;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
300;202205;Rentas Medias;Pensionado;AFP_VOL;Femenino;Independiente
2;202206;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;NULL
15;202201;Rentas Medias;Pensionado;APO + PENS;Masculino;Independiente
4948;202208;Rentas Masivas;Pensionado;APO + PENS;Femenino;Dependiente
269;202201;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
1;202203;Alto Patrimonio;Afiliado no Pensionado;CB + VIDA;Femenino;NULL
69632;202110;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
5;202203;Prime;Pensionado;CB + PENS;Masculino;Independiente
98;202109;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
2;202208;Rentas Medias;Pensionado;CB + VIDA;Femenino;Independiente
9;202105;Alto Valor;Pensionado;APO + PENS;Masculino;Independiente
308;202111;Rentas Medias;Pensionado;APO + PENS;Femenino;Dependiente
149;202102;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
14;202103;Rentas Masivas;Afiliado no Pensionado;CB;Femenino;Dependiente
1;202104;Prime;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
1;202109;Prime;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
2;202102;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;NULL
59;202205;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Dependiente
313;202104;Prime;No Cotizante;AFP_VOL;Masculino;NULL
33;202110;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Masculino;Independiente
12;202101;Rentas Medias;Pensionado;VIDA + PENS;Masculino;Independiente
3;202206;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;NULL
72;202102;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
2;202208;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Independiente
3;202204;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
743;202109;Rentas Masivas;Pensionado;AFP_VOL;Femenino;Independiente
15;202107;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
57;202107;Alto Valor;Pensionado;APO;Femenino;Dependiente
1;202108;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + PENS;Femenino;Independiente
181;202101;Alto Valor;Pensionado;APO + AFP_VOL;Masculino;Dependiente
443;202103;Alto Valor;Pensionado;AFP_VOL;Femenino;Dependiente
4037;202103;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
8;202102;Rentas Masivas;Pensionado;CB + PENS;Femenino;Independiente
1;202106;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
558;202101;Alto Patrimonio;No Cotizante;CB + VIDA;Masculino;NULL
5;202112;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
357;202208;Prime;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
2;202102;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
3;202201;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
6;202205;Rentas Medias;Pensionado;VIDA;Masculino;NULL
2;202104;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
8;202111;Rentas Masivas;Pensionado;CB + PENS;Masculino;Independiente
